"Project name","Task name","Date","Start time","End time","Duration","Time zone","Project archived","Task completed"
"ğŸŒ¿å¨±ä¹","deadcell","22 Jan 2022","10:09","11:01","00:51:58","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","è§†é¢‘","22 Jan 2022","11:27","12:00","00:32:46","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","22 Jan 2022","12:32","13:32","00:59:42","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c#","22 Jan 2022","14:01","14:59","00:57:37","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","22 Jan 2022","15:08","15:47","00:39:15","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","22 Jan 2022","16:33","16:33","00:00:02","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","22 Jan 2022","16:33","17:01","00:27:04","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","è§†é¢‘","22 Jan 2022","17:01","19:50","02:49:40","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","22 Jan 2022","20:05","20:24","00:18:47","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c#","22 Jan 2022","20:42","22:07","01:25:02","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","22 Jan 2022","22:18","22:53","00:35:00","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","23 Jan 2022","12:11","13:06","00:54:39","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","23 Jan 2022","13:42","15:27","01:44:55","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","23 Jan 2022","15:56","17:27","01:31:49","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","23 Jan 2022","17:40","18:41","01:01:17","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","23 Jan 2022","18:43","19:37","00:54:01","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c#","23 Jan 2022","20:03","20:54","00:51:42","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","23 Jan 2022","21:22","22:56","01:34:24","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","24 Jan 2022","12:02","12:57","00:54:35","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","24 Jan 2022","13:14","14:25","01:10:11","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","24 Jan 2022","16:58","19:22","02:23:35","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","24 Jan 2022","19:38","20:43","01:05:12","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","24 Jan 2022","20:43","21:59","01:16:16","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","css","24 Jan 2022","22:26","23:00","00:34:35","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c#","25 Jan 2022","13:54","14:06","00:12:51","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","css","25 Jan 2022","14:06","15:31","01:24:38","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","css","25 Jan 2022","16:53","17:31","00:37:49","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","unity","25 Jan 2022","17:33","17:40","00:07:13","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","25 Jan 2022","17:41","18:30","00:49:04","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","unity","25 Jan 2022","18:39","19:13","00:34:07","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","25 Jan 2022","19:43","21:18","01:35:43","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","25 Jan 2022","22:04","22:59","00:54:46","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","26 Jan 2022","11:56","12:42","00:45:37","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","26 Jan 2022","14:31","15:20","00:49:06","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","26 Jan 2022","15:20","17:21","02:01:08","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","è‡ªé€‚åº”æŠ—æ‰°","26 Jan 2022","17:49","18:34","00:44:26","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","26 Jan 2022","18:39","19:09","00:30:24","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","26 Jan 2022","20:09","22:53","02:43:40","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","27 Jan 2022","13:27","17:07","03:40:23","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","27 Jan 2022","17:22","19:32","02:10:23","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","è§†é¢‘","27 Jan 2022","20:03","20:27","00:23:28","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","28 Jan 2022","13:21","16:56","03:34:17","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","è§†é¢‘","28 Jan 2022","16:56","17:30","00:34:44","+08:00","false","false"
"ğŸŒ¿æ—¥å¸¸","æ•´ç†æˆ¿é—´","28 Jan 2022","17:31","17:31","00:00:11","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","30 Jan 2022","19:40","20:07","00:26:57","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","30 Jan 2022","20:18","22:59","02:40:32","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç½‘ç«™","31 Jan 2022","00:20","02:26","02:05:43","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","31 Jan 2022","14:27","15:55","01:27:20","+08:00","false","false"
"ğŸŒ¿å¨±ä¹","deadcell","3 Feb 2022","15:17","15:17","00:00:01","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","5 Feb 2022","12:36","13:30","00:53:10","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","5 Feb 2022","14:25","16:29","02:03:39","+08:00","false","true"
"ğŸŒ¿å¨±ä¹","deadcell","5 Feb 2022","16:59","18:44","01:44:58","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c#","5 Feb 2022","19:08","19:33","00:24:56","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c#","5 Feb 2022","20:07","20:49","00:41:42","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","6 Feb 2022","17:18","18:38","01:19:52","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","6 Feb 2022","18:43","19:25","00:42:11","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","6 Feb 2022","20:06","20:47","00:41:10","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ•´ç†å®ä½“è€ƒç ”èµ„æ–™ï¼ˆ1hï¼‰","6 Feb 2022","20:48","20:48","00:00:06","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","å½’æ¡£è€ƒç ”ç¬”è®°ï¼ˆ1hï¼‰","6 Feb 2022","20:48","21:46","00:58:36","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç ”ç©¶markdown","6 Feb 2022","21:46","22:49","01:02:18","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","7 Feb 2022","14:07","15:49","01:41:55","+08:00","false","true"
"ğŸŒ¿æ—¥å¸¸","æ•´ç†ç”µè„‘ï¼Œå½’æ¡£èµ„æ–™","7 Feb 2022","15:49","16:24","00:35:29","+08:00","false","false"
"ğŸŒ¿æ—¥å¸¸","æ•´ç†ç”µè„‘ï¼Œå½’æ¡£èµ„æ–™","7 Feb 2022","16:30","17:15","00:45:02","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","7 Feb 2022","20:06","21:05","00:59:32","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","7 Feb 2022","21:17","23:06","01:49:04","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","8 Feb 2022","17:58","18:06","00:08:24","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","8 Feb 2022","18:35","18:36","00:00:56","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç ”ç©¶markdown","8 Feb 2022","19:17","20:27","01:09:24","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç ”ç©¶markdown","8 Feb 2022","21:06","22:32","01:26:01","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","9 Feb 2022","10:37","12:14","01:36:53","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","9 Feb 2022","13:04","13:09","00:05:01","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","9 Feb 2022","13:40","14:14","00:34:02","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","å½’æ¡£è€ƒç ”ç¬”è®°ï¼ˆ1hï¼‰","9 Feb 2022","14:27","14:39","00:12:23","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","9 Feb 2022","15:35","16:15","00:40:13","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç ”ç©¶markdown","9 Feb 2022","16:15","16:59","00:44:11","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","9 Feb 2022","17:11","18:33","01:21:53","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","9 Feb 2022","18:56","19:03","00:06:53","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","9 Feb 2022","20:05","22:29","02:24:24","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","10 Feb 2022","12:29","12:46","00:17:06","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","10 Feb 2022","13:34","16:20","02:46:09","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","10 Feb 2022","16:57","18:05","01:07:22","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","10 Feb 2022","18:49","19:09","00:20:34","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","æœºå™¨å­¦ä¹ ï¼ˆå´æ©è¾¾ï¼‰ï¼ˆ2hï¼‰","10 Feb 2022","19:36","21:02","01:26:11","+08:00","false","true"
"æˆ‘æƒ³åšçš„äº‹æƒ…","ç ”ç©¶markdown","10 Feb 2022","21:17","22:16","00:58:31","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","11 Feb 2022","14:06","15:05","00:59:53","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","11 Feb 2022","15:23","17:13","01:50:25","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","11 Feb 2022","19:29","19:52","00:23:01","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","11 Feb 2022","20:00","21:28","01:28:23","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","12 Feb 2022","15:30","18:52","03:22:12","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ¯•ä¸šè®¾è®¡ä»£ç å¤ç°","12 Feb 2022","19:58","21:35","01:36:27","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","dr_danï¼ˆ2hï¼‰","13 Feb 2022","19:51","19:52","00:00:01","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","è‡ªé€‚åº”æŠ—æ‰°","13 Feb 2022","19:52","20:09","00:17:17","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","å¼€é¢˜æŠ¥å‘Š","14 Feb 2022","16:33","16:58","00:25:04","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","å¼€é¢˜æŠ¥å‘Š","14 Feb 2022","17:09","17:34","00:25:16","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","å¼€é¢˜æŠ¥å‘Š","15 Feb 2022","14:13","17:30","03:17:23","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","æ•´ç†ä¸Šè¯¾ç¬”è®°","24 Feb 2022","13:00","13:29","00:28:39","+08:00","false","false"
"æˆ‘æƒ³åšçš„äº‹æƒ…",,"24 Feb 2022","13:29","14:14","00:45:12","+08:00","false",
"ğŸŒŸå­¦ä¹ ",,"24 Feb 2022","14:33","15:07","00:33:56","+08:00","false",
"ğŸŒŸå­¦ä¹ ","æ•°æ®ç»“æ„","27 Feb 2022","16:52","18:03","01:10:52","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ•°æ®ç»“æ„","27 Feb 2022","19:03","19:09","00:06:41","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ•°æ®ç»“æ„","27 Feb 2022","19:15","19:22","00:06:55","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ•°æ®ç»“æ„","27 Feb 2022","19:30","19:40","00:10:12","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","æ•°æ®ç»“æ„","27 Feb 2022","19:47","19:59","00:12:02","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c ç¿å‡¯","27 Feb 2022","20:45","20:52","00:06:53","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c ç¿å‡¯","27 Feb 2022","21:05","21:18","00:13:14","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c ç¿å‡¯","27 Feb 2022","22:16","23:00","00:44:07","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c ç¿å‡¯","28 Feb 2022","12:19","12:51","00:32:18","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","c ç¿å‡¯","28 Feb 2022","13:11","13:56","00:45:43","+08:00","false","true"
"ğŸŒ¿æ—¥å¸¸","æ•´ç†æˆ¿é—´","1 Mar 2022","16:30","18:33","02:03:07","+08:00","false","false"
"ğŸŒŸå­¦ä¹ ","c ç¿å‡¯","1 Mar 2022","20:38","22:42","02:04:22","+08:00","false","true"
"ğŸŒŸå­¦ä¹ ","å½’æ¡£è€ƒç ”ç¬”è®°ï¼ˆ1hï¼‰","3 Mar 2022","10:05","11:32","01:27:46","+08:00","false","false"
"ğŸŒ¿å¨±ä¹",,"3 Mar 2022","11:33","12:03","00:30:02","+08:00","false",
